AnnotationAccession,SeqID,SeqType,PIRAReadCount,replicon_length,PIRASequencingCoverage,PIRALongestRepliconCoverage,PIRACopyNumber,InitialReadCount,AdditionalReadCount,InitialCopyNumberEstimate,RepliconDNAContent,Organism,Strain,TaxonomicGroup,TaxonomicSubgroup,host,isolation_source,Annotation,Genus,max_replicon_length,normalized_replicon_length
GCF_025369755.1_ASM2536975v1,NZ_CP104441.1,plasmid,232473,4168,55.77567179,0.82675968,67.29231377,232473,0,67.46298005,280474.3638,Limosilactobacillus reuteri,AM_LB1,Terrabacteria group,Bacillota,Gallus gallus,feces,Livestock,Limosilactobacillus,2319385,0.001797028
GCF_029719265.1_ASM2971926v1,NZ_CP099344.1,chromosome,3294805,4884850,0.674494611,0.674494611,1,3294536,269,1,4884850,Escherichia marmotae,RHB35-E2-C08,Pseudomonadota,Gammaproteobacteria,NA,Pooled sediment sample collected from floor of cattle farm,Earth,Escherichia,4884850,1
GCF_029719265.1_ASM2971926v1,NZ_CP099345.1,plasmid,143253,98156,1.459442113,0.674494611,2.558182766,96435,46818,2.163756521,251100.9876,Escherichia marmotae,RHB35-E2-C08,Pseudomonadota,Gammaproteobacteria,NA,Pooled sediment sample collected from floor of cattle farm,Earth,Escherichia,4884850,0.020093964
GCF_029719265.1_ASM2971926v1,NZ_CP099346.1,plasmid,126551,72595,1.74324678,0.674494611,3.264689612,77339,49212,2.584522918,237000.1424,Escherichia marmotae,RHB35-E2-C08,Pseudomonadota,Gammaproteobacteria,NA,Pooled sediment sample collected from floor of cattle farm,Earth,Escherichia,4884850,0.014861255
GCF_029719265.1_ASM2971926v1,NZ_CP099347.1,plasmid,311844,11780,26.47232598,0.674494611,44.89201062,295391,16453,39.24764638,528827.8851,Escherichia marmotae,RHB35-E2-C08,Pseudomonadota,Gammaproteobacteria,NA,Pooled sediment sample collected from floor of cattle farm,Earth,Escherichia,4884850,0.002411538
GCF_029719265.1_ASM2971926v1,NZ_CP099348.1,plasmid,158739,7680,20.66914063,0.674494611,38.93665832,142728,16011,30.64389291,299033.5359,Escherichia marmotae,RHB35-E2-C08,Pseudomonadota,Gammaproteobacteria,NA,Pooled sediment sample collected from floor of cattle farm,Earth,Escherichia,4884850,0.001572208
GCF_023538995.1_ASM2353899v1,NZ_CP097423.1,chromosome,7314868,5513839,1.326637938,1.326637938,1,7303016,11852,1,5513839,Klebsiella pneumoniae,K153,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Human gut,Humans,Klebsiella,5513839,1
GCF_023538995.1_ASM2353899v1,NZ_CP097424.1,plasmid,67736,64722,1.0465684,1.326637938,0.802146747,67021,715,0.788887737,51916.54178,Klebsiella pneumoniae,K153,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Human gut,Humans,Klebsiella,5513839,0.011738101
GCF_023538995.1_ASM2353899v1,NZ_CP097425.1,plasmid,43043,51318,0.838750536,1.326637938,0.662339085,39087,3956,0.632237713,33989.91716,Klebsiella pneumoniae,K153,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Human gut,Humans,Klebsiella,5513839,0.009307127
GCF_024917275.1_ASM2491727v1,NZ_CP103609.1,chromosome,7241208,4891751,1.480289573,1.480289573,1,7240164,1044,1,4891751,Escherichia coli,4314,Pseudomonadota,Gammaproteobacteria,Homo sapiens,blood,Humans,Escherichia,4891751,1
GCF_024917275.1_ASM2491727v1,NZ_CP103610.1,plasmid,136601,98694,1.384086165,1.480289573,0.93733335,135677,924,0.935010413,92509.17767,Escherichia coli,4314,Pseudomonadota,Gammaproteobacteria,Homo sapiens,blood,Humans,Escherichia,4891751,0.020175598
GCF_022923155.1_ASM2292315v1,NZ_CP094113.1,chromosome,9287926,1580144,5.87789847,5.87789847,1,9287913,13,1,1580144,Helicobacter pylori,Hpfe069,Campylobacterota,Epsilonproteobacteria,Homo sapiens,gastric biopsy,Humans,Helicobacter,1580144,1
GCF_022923155.1_ASM2292315v1,NZ_CP094114.1,plasmid,110880,3477,31.88955997,5.87789847,5.425333583,110852,28,5.425333583,18863.88487,Helicobacter pylori,Hpfe069,Campylobacterota,Epsilonproteobacteria,Homo sapiens,gastric biopsy,Humans,Helicobacter,1580144,0.002200432
GCF_035987325.1_ASM3598732v1,NZ_CP108488.1,chromosome,14348538,9513468,1.508234221,1.508234221,1,14343524,5014,1,9513468,Streptomyces sp. NBC_01244,NBC_01244,Terrabacteria group,Actinomycetota,NA,NA,Unannotated,Streptomyces,9513468,1
GCF_035987325.1_ASM3598732v1,NZ_CP108489.1,plasmid,1403289,300239,4.673906455,1.508234221,3.098277975,1400558,2731,3.098926141,930223.881,Streptomyces sp. NBC_01244,NBC_01244,Terrabacteria group,Actinomycetota,NA,NA,Unannotated,Streptomyces,9513468,0.031559364
GCF_035987325.1_ASM3598732v1,NZ_CP108490.1,plasmid,135900,187536,0.724660865,1.508234221,0.486059833,133094,2806,0.480469714,91153.71689,Streptomyces sp. NBC_01244,NBC_01244,Terrabacteria group,Actinomycetota,NA,NA,Unannotated,Streptomyces,9513468,0.019712685
GCF_024371385.1_ASM2437138v1,NZ_CP088147.1,chromosome,5750239,6489234,0.886119841,0.886119841,1,5749289,950,1,6489234,Mesorhizobium ciceri,R30,Pseudomonadota,Alphaproteobacteria,Cicer arietinum L.,radical nodules from chickpea plants,Plants,Mesorhizobium,6489234,1
GCF_024371385.1_ASM2437138v1,NZ_CP088148.1,plasmid,394758,457705,0.862472553,0.886119841,0.973644481,393719,1039,0.973313669,445641.9471,Mesorhizobium ciceri,R30,Pseudomonadota,Alphaproteobacteria,Cicer arietinum L.,radical nodules from chickpea plants,Plants,Mesorhizobium,6489234,0.070532978
GCF_003798405.1_ASM379840v1,NZ_CP033711.1,chromosome,14395897,4762645,3.022668496,3.022668496,1,14384457,11440,1,4762645,Yersinia pseudotuberculosis,FDAARGOS_582,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Yersinia,4762645,1
GCF_003798405.1_ASM379840v1,NZ_CP033710.1,plasmid,229638,69815,3.289235838,3.022668496,1.09607181,226382,3256,1.088189407,76522.25338,Yersinia pseudotuberculosis,FDAARGOS_582,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Yersinia,4762645,0.014658871
GCF_024917675.1_ASM2491767v1,NZ_CP103751.1,chromosome,6017546,5202247,1.156720548,1.156720548,1,6006944,10602,1,5202247,Enterobacter asburiae,2497,Pseudomonadota,Gammaproteobacteria,Homo sapiens,blood,Humans,Enterobacter,5202247,1
GCF_024917675.1_ASM2491767v1,NZ_CP103752.1,plasmid,290854,246522,1.179829792,1.156720548,1.027411056,286477,4377,1.019978243,253279.4283,Enterobacter asburiae,2497,Pseudomonadota,Gammaproteobacteria,Homo sapiens,blood,Humans,Enterobacter,5202247,0.0473876
GCF_024917675.1_ASM2491767v1,NZ_CP103753.1,plasmid,152884,107862,1.41740372,1.156720548,1.224871687,152884,0,1.225364002,132117.1099,Enterobacter asburiae,2497,Pseudomonadota,Gammaproteobacteria,Homo sapiens,blood,Humans,Enterobacter,5202247,0.020733733
GCF_024917675.1_ASM2491767v1,NZ_CP103754.1,plasmid,90974,58725,1.549152831,1.156720548,1.364654585,89117,1857,1.339262827,80139.34052,Enterobacter asburiae,2497,Pseudomonadota,Gammaproteobacteria,Homo sapiens,blood,Humans,Enterobacter,5202247,0.011288391
GCF_019973775.1_ASM1997377v1,NZ_AP025032.1,chromosome,8533293,4968066,1.717628751,1.717628751,1,8425776,107517,1,4968066,Aureimonas sp. SA4125,SA4125,Pseudomonadota,Alphaproteobacteria,NA,NA,Unannotated,Aureimonas,4968066,1
GCF_019973775.1_ASM1997377v1,NZ_AP025033.1,plasmid,75266,131777,0.571161887,1.717628751,0.355041832,72084,3182,0.3325293,46786.34751,Aureimonas sp. SA4125,SA4125,Pseudomonadota,Alphaproteobacteria,NA,NA,Unannotated,Aureimonas,4968066,0.026524809
GCF_013168055.1_ASM1316805v1,NZ_CP038402.1,chromosome,2347331,5609172,0.418480838,0.418480838,1,2335088,12243,1,5609172,Escherichia coli O157:H7,BB24-1,Pseudomonadota,Gammaproteobacteria,cattle,cattle feces,Livestock,Escherichia,5609172,1
GCF_013168055.1_ASM1316805v1,NZ_CP038404.1,plasmid,49809,95604,0.520992845,0.418480838,1.281907371,48976,833,1.244962249,122555.4723,Escherichia coli O157:H7,BB24-1,Pseudomonadota,Gammaproteobacteria,cattle,cattle feces,Livestock,Escherichia,5609172,0.017044227
GCF_013168055.1_ASM1316805v1,NZ_CP038403.1,plasmid,73684,6675,11.0388015,0.418480838,26.36506147,73684,0,26.37827229,175986.7853,Escherichia coli O157:H7,BB24-1,Pseudomonadota,Gammaproteobacteria,cattle,cattle feces,Livestock,Escherichia,5609172,0.001190015
GCF_019798005.1_ASM1979800v1,NZ_CP073783.1,chromosome,13114897,5222179,2.511384041,2.511384041,1,13109662,5235,1,5222179,Klebsiella pneumoniae,KP_NORM_BLD_2014_96855,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Blood,Humans,Klebsiella,5222179,1
GCF_019798005.1_ASM1979800v1,NZ_CP073784.1,plasmid,702108,218832,3.208433867,2.511384041,1.280134086,697494,4614,1.277556047,280134.3023,Klebsiella pneumoniae,KP_NORM_BLD_2014_96855,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Blood,Humans,Klebsiella,5222179,0.041904347
GCF_019798005.1_ASM1979800v1,NZ_CP073785.1,plasmid,486519,115132,4.225749574,2.511384041,1.682489532,486518,1,1.682637743,193708.3848,Klebsiella pneumoniae,KP_NORM_BLD_2014_96855,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Blood,Humans,Klebsiella,5222179,0.022046736
GCF_019798005.1_ASM1979800v1,NZ_CP073786.1,plasmid,361210,110542,3.267626784,2.511384041,1.301011279,361210,0,1.301125886,143816.3888,Klebsiella pneumoniae,KP_NORM_BLD_2014_96855,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Blood,Humans,Klebsiella,5222179,0.021167792
GCF_019798005.1_ASM1979800v1,NZ_CP073787.1,plasmid,122076,4627,26.38340177,2.511384041,10.5046758,122076,0,10.50552259,48605.13495,Klebsiella pneumoniae,KP_NORM_BLD_2014_96855,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Blood,Humans,Klebsiella,5222179,0.000886029
GCF_017355025.1_ASM1735502v1,NZ_CP071512.1,chromosome,323300,2339731,0.138178278,0.138178278,1,322918,382,1,2339731,Staphylococcus haemolyticus,1b,Terrabacteria group,Bacillota,Mouse,lung,Animals,Staphylococcus,2339731,1
GCF_017355025.1_ASM1735502v1,NZ_CP071513.1,plasmid,15315,41143,0.372238291,0.138178278,2.766527098,14891,424,2.693898758,113823.2244,Staphylococcus haemolyticus,1b,Terrabacteria group,Bacillota,Mouse,lung,Animals,Staphylococcus,2339731,0.0175845
GCF_030580635.1_ASM3058063v1,NZ_CP129421.1,chromosome,7470933,2877945,2.59592626,2.59592626,1,7456670,14263,1,2877945,Vibrio metoecus,ZF102,Pseudomonadota,Gammaproteobacteria,Zebrafish,zebrafish,Animals,Vibrio,2877945,1
GCF_030580635.1_ASM3058063v1,NZ_CP129422.1,chromosome,2655400,1173220,2.263343618,2.59592626,0.872860722,2648688,6712,0.871882863,1024057.656,Vibrio metoecus,ZF102,Pseudomonadota,Gammaproteobacteria,Zebrafish,zebrafish,Animals,Vibrio,2877945,0.407658937
GCF_030580635.1_ASM3058063v1,NZ_CP129423.1,plasmid,269338,5265,51.15631529,2.59592626,19.6911904,269338,0,19.7063823,103674.1174,Vibrio metoecus,ZF102,Pseudomonadota,Gammaproteobacteria,Zebrafish,zebrafish,Animals,Vibrio,2877945,0.00182943
GCF_030580635.1_ASM3058063v1,NZ_CP129424.1,plasmid,500416,2361,211.9508683,2.59592626,81.58454881,500416,0,81.6474919,192621.1197,Vibrio metoecus,ZF102,Pseudomonadota,Gammaproteobacteria,Zebrafish,zebrafish,Animals,Vibrio,2877945,0.000820377
GCF_036057275.1_ASM3605727v1,NZ_CP107945.1,chromosome,16194885,8532829,1.897950258,1.897950258,1,16177459,17426,1,8532829,Streptomyces sp. NBC_00390,NBC_00390,Terrabacteria group,Actinomycetota,NA,soil,Earth,Streptomyces,8532829,1
GCF_036057275.1_ASM3605727v1,NZ_CP107946.1,plasmid,323429,156459,2.067180539,1.897950258,1.095663935,321508,1921,1.089164761,171426.4836,Streptomyces sp. NBC_00390,NBC_00390,Terrabacteria group,Actinomycetota,NA,soil,Earth,Streptomyces,8532829,0.018336123
GCF_001973785.2_ASM197378v2,NZ_CP075122.1,chromosome,4665982,4679656,0.99707799,0.99707799,1,4665322,660,1,4679656,Salmonella enterica subsp. enterica serovar Enteritidis,CFSAN051827,Pseudomonadota,Gammaproteobacteria,Mus musculus,spleen mouse,Animals,Salmonella,4679656,1
GCF_001973785.2_ASM197378v2,NZ_CP075123.1,plasmid,32548,61453,0.529640538,0.99707799,0.535798461,31868,680,0.531192688,32926.42282,Salmonella enterica subsp. enterica serovar Enteritidis,CFSAN051827,Pseudomonadota,Gammaproteobacteria,Mus musculus,spleen mouse,Animals,Salmonella,4679656,0.013131948
GCF_001973785.2_ASM197378v2,NZ_CP075124.1,plasmid,42731,33067,1.292255118,0.99707799,1.295893848,42731,0,1.296042166,42851.32189,Salmonella enterica subsp. enterica serovar Enteritidis,CFSAN051827,Pseudomonadota,Gammaproteobacteria,Mus musculus,spleen mouse,Animals,Salmonella,4679656,0.007066118
GCF_019434335.1_ASM1943433v1,NZ_CP060002.1,chromosome,6560174,5192310,1.263440357,1.263440357,1,6545929,14245,1,5192310,Xanthomonas citri pv. citri,SN3-3,Pseudomonadota,Gammaproteobacteria,Citrus,leaf[PO:0006001],Plants,Xanthomonas,5192310,1
GCF_019434335.1_ASM1943433v1,NZ_CP060003.1,plasmid,104538,63921,1.635424978,1.263440357,1.319243327,101916,2622,1.294421987,84327.35272,Xanthomonas citri pv. citri,SN3-3,Pseudomonadota,Gammaproteobacteria,Citrus,leaf[PO:0006001],Plants,Xanthomonas,5192310,0.012310706
GCF_005391285.2_ASM539128v2,NZ_AP024123.1,chromosome,1736586,5178760,0.335328534,0.335328534,1,1733955,2631,1,5178760,Escherichia coli,KS-NP019,Pseudomonadota,Gammaproteobacteria,Bos taurus,feces,Livestock,Escherichia,5178760,1
GCF_005391285.2_ASM539128v2,NZ_AP024124.1,plasmid,48870,127580,0.38305377,0.335328534,1.169312621,48037,833,1.142323814,149180.9041,Escherichia coli,KS-NP019,Pseudomonadota,Gammaproteobacteria,Bos taurus,feces,Livestock,Escherichia,5178760,0.024635241
GCF_005391285.2_ASM539128v2,NZ_AP024125.1,plasmid,28501,74684,0.381621231,0.335328534,1.137387529,28501,0,1.138051767,84944.6502,Escherichia coli,KS-NP019,Pseudomonadota,Gammaproteobacteria,Bos taurus,feces,Livestock,Escherichia,5178760,0.014421213
GCF_011600845.2_ASM1160084v2,NZ_CP059439.1,chromosome,3129481,1956865,1.599231935,1.599231935,1,3122460,7021,1,1956865,Campylobacter fetus,CFV08A1102-42A,Campylobacterota,Epsilonproteobacteria,bovine,preputial wash,Livestock,Campylobacter,1956865,1
GCF_011600845.2_ASM1160084v2,NZ_CP059440.1,plasmid,100666,37205,2.705711598,1.599231935,1.729864945,97880,2786,1.691881921,64359.62528,Campylobacter fetus,CFV08A1102-42A,Campylobacterota,Epsilonproteobacteria,bovine,preputial wash,Livestock,Campylobacter,1956865,0.019012553
GCF_001272655.2_ASM127265v2,NZ_CP011512.1,chromosome,30144765,6006533,5.018663012,5.018663012,1,30144450,315,1,6006533,Paenibacillus peoriae,HS311,Terrabacteria group,Bacillota,NA,soil,Earth,Paenibacillus,6006533,1
GCF_001272655.2_ASM127265v2,NZ_CP011513.1,plasmid,916577,213282,4.297488771,5.018663012,0.856301521,916258,319,0.856301521,182633.701,Paenibacillus peoriae,HS311,Terrabacteria group,Bacillota,NA,soil,Earth,Paenibacillus,6006533,0.035508337
GCF_016454545.1_ASM1645454v1,NZ_CP051398.1,chromosome,1491582,4841666,0.308072056,0.308072056,1,1491581,1,1,4841666,Salmonella enterica subsp. enterica serovar Uganda,CVM 22436,Pseudomonadota,Gammaproteobacteria,NA,bovine,Livestock,Salmonella,4841666,1
GCF_016454545.1_ASM1645454v1,NZ_CP051400.1,plasmid,37643,183507,0.205131139,0.308072056,0.665854417,37643,0,0.665854417,122188.9465,Salmonella enterica subsp. enterica serovar Uganda,CVM 22436,Pseudomonadota,Gammaproteobacteria,NA,bovine,Livestock,Salmonella,4841666,0.037901623
GCF_016454545.1_ASM1645454v1,NZ_CP051399.1,plasmid,105994,4198,25.24868985,0.308072056,81.957092,105994,0,81.957092,344055.8722,Salmonella enterica subsp. enterica serovar Uganda,CVM 22436,Pseudomonadota,Gammaproteobacteria,NA,bovine,Livestock,Salmonella,4841666,0.000867057
GCF_016454545.1_ASM1645454v1,NZ_CP051401.1,plasmid,90593,3372,26.86625148,0.308072056,87.20768711,90593,0,87.20768711,294064.3209,Salmonella enterica subsp. enterica serovar Uganda,CVM 22436,Pseudomonadota,Gammaproteobacteria,NA,bovine,Livestock,Salmonella,4841666,0.000696454
GCF_013625115.1_ASM1362511v1,NZ_CP058149.1,chromosome,2879136,4800673,0.599735912,0.599735912,1,2873979,5157,1,4800673,Enterobacter hormaechei,RHBSTW-00114,Pseudomonadota,Gammaproteobacteria,NA,Freshwater sample from downstream of wastewater treatment plant,Human-impacted,Enterobacter,4800673,1
GCF_013625115.1_ASM1362511v1,NZ_CP058150.1,plasmid,88043,111966,0.786336924,0.599735912,1.325988588,87031,1012,1.311138633,148465.6383,Enterobacter hormaechei,RHBSTW-00114,Pseudomonadota,Gammaproteobacteria,NA,Freshwater sample from downstream of wastewater treatment plant,Human-impacted,Enterobacter,4800673,0.02332298
GCF_013625115.1_ASM1362511v1,NZ_CP058151.1,plasmid,109756,84905,1.292691832,0.599735912,2.179516922,105836,3920,2.155435094,185051.8842,Enterobacter hormaechei,RHBSTW-00114,Pseudomonadota,Gammaproteobacteria,NA,Freshwater sample from downstream of wastewater treatment plant,Human-impacted,Enterobacter,4800673,0.017686062
GCF_013625115.1_ASM1362511v1,NZ_CP058152.1,plasmid,76412,2495,30.6260521,0.599735912,51.05350178,76412,0,51.06589666,127378.4869,Enterobacter hormaechei,RHBSTW-00114,Pseudomonadota,Gammaproteobacteria,NA,Freshwater sample from downstream of wastewater treatment plant,Human-impacted,Enterobacter,4800673,0.000519719
GCF_009892325.1_ASM989232v1,NZ_CP031984.1,chromosome,1340108,3338454,0.401415745,0.401415745,1,1337918,2190,1,3338454,Acinetobacter haemolyticus,AN3,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Peritoneal dialysis liquid,Humans,Acinetobacter,3338454,1
GCF_009892325.1_ASM989232v1,NZ_CP031985.1,plasmid,14294,35227,0.405768303,0.401415745,1.026639861,14107,187,1.010843017,36165.4424,Acinetobacter haemolyticus,AN3,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Peritoneal dialysis liquid,Humans,Acinetobacter,3338454,0.01055189
GCF_009892325.1_ASM989232v1,NZ_CP031986.1,plasmid,24187,15913,1.51995224,0.401415745,3.785856702,24183,4,3.786478878,60244.33771,Acinetobacter haemolyticus,AN3,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Peritoneal dialysis liquid,Humans,Acinetobacter,3338454,0.004766578
GCF_009892325.1_ASM989232v1,NZ_CP031987.1,plasmid,128767,7222,17.82982553,0.401415745,44.41005626,128767,0,44.4173547,320729.4263,Acinetobacter haemolyticus,AN3,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Peritoneal dialysis liquid,Humans,Acinetobacter,3338454,0.002163277
GCF_006385735.2_ASM638573v2,NZ_CP043902.1,chromosome,22490978,5044620,4.45840876,4.45840876,1,22224245,266733,1,5044620,Shewanella sp. LC6,LC6,Pseudomonadota,Gammaproteobacteria,NA,wastewater,Human-impacted,Shewanella,5044620,1
GCF_006385735.2_ASM638573v2,NZ_CP043903.1,plasmid,2413920,355688,6.786621983,4.45840876,1.53679698,2365365,48555,1.522207215,546620.2444,Shewanella sp. LC6,LC6,Pseudomonadota,Gammaproteobacteria,NA,wastewater,Human-impacted,Shewanella,5044620,0.070508383
GCF_006385735.2_ASM638573v2,NZ_CP043904.1,plasmid,1049511,119324,8.79547283,4.45840876,1.971362999,1049511,0,1.97278296,235230.9185,Shewanella sp. LC6,LC6,Pseudomonadota,Gammaproteobacteria,NA,wastewater,Human-impacted,Shewanella,5044620,0.023653714
GCF_003855135.1_ASM385513v1,NZ_CP034060.1,chromosome,26332351,4586233,5.741607764,5.741607764,1,25241244,1091107,1,4586233,Shigella flexneri,FDAARGOS_535,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Stool,Humans,Shigella,4586233,1
GCF_003855135.1_ASM385513v1,NZ_CP034059.1,plasmid,2634791,217451,12.11671135,5.741607764,2.210292884,2445357,189434,2.110334222,480630.3979,Shigella flexneri,FDAARGOS_535,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Stool,Humans,Shigella,4586233,0.047413858
GCF_003855135.1_ASM385513v1,NZ_CP034061.1,plasmid,988289,57818,17.09310249,5.741607764,2.970386809,988273,16,2.977058552,171741.8246,Shigella flexneri,FDAARGOS_535,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Stool,Humans,Shigella,4586233,0.012606861
GCF_003855135.1_ASM385513v1,NZ_CP034063.1,plasmid,844361,3920,215.3982143,5.741607764,37.45162157,828503,15858,37.51531333,146810.3565,Shigella flexneri,FDAARGOS_535,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Stool,Humans,Shigella,4586233,0.000854732
GCF_003855135.1_ASM385513v1,NZ_CP034064.1,plasmid,328212,3057,107.3640824,5.741607764,18.67056243,314282,13930,18.69930634,57075.90933,Shigella flexneri,FDAARGOS_535,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Stool,Humans,Shigella,4586233,0.00066656
GCF_003855135.1_ASM385513v1,NZ_CP034065.1,plasmid,454109,2551,178.0121521,5.741607764,30.96201579,430347,23762,31.00388592,78984.10228,Shigella flexneri,FDAARGOS_535,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Stool,Humans,Shigella,4586233,0.00055623
GCF_003855135.1_ASM385513v1,NZ_CP034062.1,plasmid,167508,1538,108.9128739,5.741607764,18.92688528,167487,21,18.96905507,29109.54956,Shigella flexneri,FDAARGOS_535,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Stool,Humans,Shigella,4586233,0.000335351
GCF_905335685.2_AI3059v2_cp,NZ_OW969875.1,chromosome,1984228,5176111,0.383343402,0.383343402,1,1977221,7007,1,5176111,Citrobacter freundii,22,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Hospital Puerta de Hierro (Madrid),Humans,Citrobacter,5176111,1
GCF_905335685.2_AI3059v2_cp,NZ_OW969876.1,plasmid,236174,264758,0.892037257,0.383343402,2.367977058,230969,5205,2.326992592,626940.8698,Citrobacter freundii,22,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Hospital Puerta de Hierro (Madrid),Humans,Citrobacter,5176111,0.051149985
GCF_905335685.2_AI3059v2_cp,NZ_OW969877.1,plasmid,108243,158488,0.682972843,0.383343402,1.850846116,100218,8025,1.781621491,293336.8992,Citrobacter freundii,22,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Hospital Puerta de Hierro (Madrid),Humans,Citrobacter,5176111,0.030619127
