accession,md5,n_families_ge2,has_identical_pair,n_jump_families,max_distinct_contexts,jump_families
NZ_CP017465.1,8e18a11ed6bf48f35b23216c3e8780e4,1,0,0,0,
NZ_CP103730.1,8e1a056b7aeab17f38a019c40c3cd8b7,9,1,2,5,IS1;IS6
NZ_CP141214.1,8e1a6e0d1c338f886aefd09e11e9c8c6,3,0,0,0,
NZ_CP072516.1,8e1bd11528da03a1889710fefdb23fd9,4,1,1,2,IS6
NZ_CP049776.1,8e1bfe9758e904ef1fe9692fc7bde707,3,0,0,0,
NZ_CP047657.1,8e1c98266f1a456d69f695dc3cd572bf,1,0,0,0,
NZ_CP019444.1,8e1fc3e283c439e848109eaeff89f8f6,1,1,1,2,IS6
NZ_CP040315.1,8e22178c080c8f5967464f6624e66325,2,0,0,0,
NZ_CP135654.1,8e224346a38521c77887ed1d2f10b69f,4,1,1,4,IS6
NZ_CP133370.1,8e2ff7b215ebb21693c508364a1e70e4,4,0,0,0,
NZ_CP079165.1,8e389efd6a217b889ce6af0c11b0ae2b,6,1,2,2,IS5;IS66
NZ_CP030720.1,8e3aad2521a25666f8995ed727b7a84e,3,1,2,2,IS6;IS91
NZ_CP136406.1,8e3b7bad31ff1f597b0b5a69e4c7de6f,6,0,0,0,
NC_013731.1,8e4b20e7674d4d6430a1223b0c363c48,1,0,0,0,
NZ_LT963413.1,8e4f24dba2d3e32bdef2d9a475ef98fb,1,1,1,2,IS91
NZ_CP081118.1,8e53d0959e5430e96b209305bfeced22,2,0,0,0,
NZ_CP028612.1,8e5a4a145a6e34ce1564632d3bed5837,1,0,0,0,
NZ_CP043569.1,8e5b1808d5d8ea3988405fe2eff954d8,1,0,0,0,
NZ_CP137356.1,8e5bf689c274344f829ea6a25869c703,2,0,0,0,
NZ_CP094757.1,8e66f8c7225183057fd9639418a1f521,2,0,0,0,
NZ_CP121158.1,8e69b45bc32cb9c71ae15ac513d5aa8f,4,1,2,7,IS6;IS91
NZ_CP126768.1,8e6a31b288de81364b3a723e5993815f,5,1,2,8,IS110;IS6
NZ_AP018801.1,8e6b2d551cf7d1e2e6b72e376d51926f,2,1,1,3,IS3
NZ_CP045998.1,8e71e70a6c2c0f67d36555977d364bd4,2,1,1,2,IS6
NZ_CP028569.1,8e731d289d3b6af35a701e568a595018,3,1,0,1,
NZ_CP127155.1,8e739a2a620a4b8ede98e3c802849031,1,1,1,6,IS6
NZ_CP077204.1,8e789bd837ae10a1505c7dea10f43c40,2,0,0,0,
NZ_CP027802.1,8e7b5bb7f2f6101c104066a8573d12f8,3,1,1,3,IS6
NZ_CP137410.1,8e7d707c50267ddb5b910618c8ff2bb6,1,1,0,1,
NZ_CP075938.1,8e814abf283f0790ae41d69ab033a43f,1,0,0,0,
NZ_CP071229.1,8e831139f64d64caefc993474f10f579,1,0,0,0,
NC_008758.1,8e862a6fb6b7726c2d9478f6f413bc4a,4,0,0,0,
NZ_CP022605.1,8e8ad873f5e4980042a323d589f0eb51,7,0,0,0,
NC_017373.1,8e8ec7ab5ac70e99dae311900d5166f3,1,1,1,3,IS200/IS605
NZ_CP028717.1,8e8fbc81cf552f938844c13533d708f6,2,1,1,5,IS6
NZ_CP009879.1,8e960a624af1eb8d4da6660992441c22,4,1,2,3,IS5;IS6
NZ_CP043286.1,8e97c7bfaa01ab2ed059bb5b9ef380a7,3,1,1,5,IS6
NZ_CP075725.1,8e9b210851d0c6fcbbfb4d6669041cee,2,1,2,2,IS3;IS6
NZ_CP086848.1,8e9ce51ffc56b6416a92ca55b0d4ba4d,3,0,0,0,
NZ_CP100138.1,8e9df43a11fa1d1af68ef8737bea5c05,5,0,0,0,
NZ_CP118719.1,8e9e198769190995f12c3386b6a03b61,1,1,0,1,
NC_011368.1,8ea025799ba336a8a18365c122b8b4a0,2,0,0,0,
NZ_CP072887.1,8ea19546e91ef1aeb0c2a14de1abcbe7,1,1,1,2,IS6
NZ_CP093969.1,8ea72d0c048b08b6ec3dacb45b9c0bdc,1,1,1,2,IS5
NZ_CP108262.1,8ea96a9b430eab1cde3c09d1431f9b42,5,0,0,0,
NZ_CP099902.1,8eaa0d7d50bc1916c8f126997b1ad2cd,2,0,0,0,
NZ_CP021795.1,8eac515c46b433f4cb5db846bb168d40,5,0,0,0,
NZ_CP098742.1,8eae1c6bf298a3b8cde6818afc0235ce,1,1,1,2,IS1
NC_018682.1,8eb81546500c6a1c9106b48dbe5ae7da,2,0,0,0,
NZ_CP020110.1,8eb85f3c559361e92e65e9e4ed553cf4,2,1,1,2,IS6
NZ_CP117885.1,8ec24470ae6d5270c84413b4c2962e45,2,0,0,0,
NZ_CP044146.1,8ec2ff6918fbb08d78d746caab4d1cf1,1,0,0,0,
NZ_CP034802.1,8ec33127a6f17f434154aeac8ce7693e,1,0,0,0,
NZ_CP012699.1,8ec36fdbf991ab36fd4cd9fd21fac122,1,0,0,0,
NZ_CP048067.1,8ec428982e3bf51c1f50ff3f0eff82fe,7,1,4,4,IS3;IS30;IS5;IS6
NZ_CP139031.1,8ec6be206ceec6507f900334541a9797,1,0,0,0,
NZ_CP092670.1,8ec8bc23258e3694e963ffc3c35e34ad,3,1,0,1,
NZ_CP017784.1,8ecaa223e3b3bb89d7a8e2ca649c5d34,1,1,1,2,IS1380
NZ_CP039043.1,8ecf620c973b554608f76a1b337aeece,3,1,2,2,IS30;IS91
NZ_CP078125.1,8ed1f37f05e49ae6383ecf3319f8bff6,2,1,2,2,IS6;ISKRA4
NZ_CP077802.1,8ede79cb728cbcd698cd5493e5b0dfab,4,1,1,3,IS6
NZ_CP056335.1,8ee279774ee628565bdf90e8da0d0aba,3,0,0,0,
NZ_CP006760.1,8ee6d4ef775145910033c118a4bb853d,3,1,1,2,IS256
NZ_CP018978.1,8ee8b782c91a4069dae2bdee5b08e1df,3,1,1,2,IS6
NZ_CP072287.1,8ee98fab7ecba0fb2567ec638e3b8e80,2,1,1,2,IS30
NZ_CP076199.1,8ef6443afe60d2f2a612d63bc03a6ba0,3,0,0,0,
NZ_CP087301.1,8ef741219510daeae8e3d87d549cc6a5,1,1,0,1,
NZ_CP013822.1,8ef7a181380301a9e06fc6191c1e6637,1,0,0,0,
NZ_AP025033.1,8efadf86971473a34971fd0a10afe060,5,1,1,3,IS3
NZ_OY856404.1,8efb0db6a7cb2693d93c90f31beed2d2,5,1,1,6,IS6
NZ_CP129006.1,8efd18039711f9d6bbf3f78da16adf20,3,0,0,0,
NZ_CP066098.1,8f005c8a0b404ddba6c7783fec9f8877,1,0,0,0,
NC_011981.1,8f01b4d2d1e332537d2d2c50fb77cf9e,4,0,0,0,
NZ_CP129744.1,8f0a9c7ca26f85eb7cd85d98db74e51f,3,1,1,5,IS6
NZ_CP065541.1,8f0fe15afa19a79d4e76ec1d7374293a,4,0,0,0,
NZ_CP045065.1,8f113f43decbd7ada7dfc8e44d5ae12a,2,1,1,2,IS6
NZ_CP048040.1,8f1201f731eac21c6fdd373e60573450,1,0,0,0,
NZ_CP021209.1,8f120317ad4ace0f4f207b5e749da115,3,1,1,2,IS6
NZ_CP140930.1,8f1525e8a2023842e82ff604f477c500,4,1,1,2,IS3
NC_021909.1,8f162d80563ca99079b4ea3d725b6f3e,8,1,1,2,new
NZ_CP125871.1,8f18913e3b297104e404ff65a3ff8167,4,1,1,2,IS5
NZ_CP012863.1,8f1d5d870572c75755e138721a79f5a0,4,1,1,2,IS30
NZ_CP100526.1,8f1e14d7236245b60092d062f250c22b,4,1,1,2,IS1
NZ_CP085783.1,8f1e6d1a843636d58d0e2b5c8360319b,2,1,1,3,IS6
NZ_AP024796.1,8f241ffd860020b0195f04c5171773f4,4,0,0,0,
NZ_CP011249.1,8f29705141b4ba15a63345b670035c9f,1,0,0,0,
NZ_CP034130.1,8f39f74fe17551cd549fde4279409c82,7,0,0,0,
NZ_CP064790.1,8f4375a2171ff8ba68ec9b7a691d4334,2,0,0,0,
NZ_CP088139.1,8f440799b41b0754fa4d92c2ed52ffd1,1,0,0,0,
NC_019691.1,8f471ada08053c8aacceb8d9a03ec685,1,0,0,0,
NZ_CP094766.1,8f48e75b35456bfb8e66dd753c7b0c37,1,0,0,0,
NZ_CP040885.1,8f492b0d2fceaa5878cb3b0d1416a26b,4,1,1,2,IS6
NZ_CP039215.1,8f4a45891edb99f62a60ac6a4f8bea61,7,1,3,6,IS3;IS30;IS6
NZ_CP058692.1,8f4d401aec2482c9cee51ded5bc4f2f8,3,0,0,0,
NZ_CP136048.1,8f531647b4cf852c54cec3cd6b8f6502,4,1,3,2,IS110;IS5;IS6
NZ_CP114769.1,8f5396c857fc488b23ed34a6799ff6d4,2,1,1,2,IS5
NZ_CP027436.1,8f5c8b42543d9e92b166ac6df9301419,4,1,1,2,IS3
NC_011721.1,8f5f9eb48f6065a8367add7652f7b25b,2,1,1,3,IS4
NZ_CP012422.1,8f62db5cf5b6714e790f279e1ef4404e,2,0,0,0,
NZ_CP101514.1,8f6875c9ca6b6516479ae7501b65aa83,7,1,1,4,IS6
NZ_CP137435.1,8f70f568369953496a51037e4c3379ce,7,1,3,3,IS1;IS110;IS6
NZ_CP013632.1,8f7175c5c661a026a1af422aa7ae7aea,1,0,0,0,
NZ_AP022674.1,8f727696c5b82fb199de318bcb64ee79,1,0,0,0,
NZ_CP075654.1,8f76c4d519598f39ad86665874639d00,1,0,0,0,
NZ_CP085169.1,8f81e017217efaf98ff3fac076159762,5,0,0,0,
NZ_CP087281.1,8f8a8017bf9c5652a778c2619c8d301f,5,1,1,5,IS6
NZ_CP061802.1,8f8d73794b195d8cba2d664b77554068,5,1,1,3,IS6
NZ_CP123509.1,8f8dc53ee35ba510e42323ad80f286ec,1,0,0,0,
NZ_CP133427.1,8f9124c1e3aff1965aa0e498c089f2d3,1,0,0,0,
NZ_CP114356.1,8f9b2f6487c588fb56f5feebb7e2ca93,1,0,0,0,
NZ_CP037935.1,8f9bbf108979ba7ff32d3a2d70d9a7f6,1,0,0,0,
NZ_CP123253.1,8f9d4467cb16b7813d03d4e40159ef47,1,0,0,0,
NZ_CP034189.1,8f9f133f2ea90a9576aba4a4ae447114,1,0,0,0,
NZ_CP061048.1,8fa3d1f16cbfc4296d42dda4135f9270,1,0,0,0,
NC_013792.1,8fa43ddfe609505290306cd50061b771,4,1,1,2,IS21
NZ_CP104640.1,8fa91294cb35f5cbcf7fa50fee72bb89,1,0,0,0,
NZ_CP122463.1,8fa9865e0672fbe44e459a12471a8646,3,0,0,0,
NZ_OW967967.1,8fbe92050d32ec24d3d968865028bc08,2,1,1,3,IS6
NZ_LR890650.1,8fc22bf74bca4103fbd7f15f8f5bad1b,4,1,0,1,
NZ_CP020372.1,8fc3ee02af2bea3015ff4dc057fae658,2,1,1,2,ISKRA4
NZ_CP123992.1,8fc555aaf84914d1287c35c86fa3f1e1,4,1,1,2,IS66
NZ_CP122307.1,8fc583b0df86ced97351ac10259d6560,1,1,1,2,IS6
NZ_CP082788.1,8fccc9c550bd51bb6c659f5265a7feb0,1,0,0,0,
NZ_CP025010.1,8fce934ccad01caefddeae3a308f0419,1,1,1,2,IS6
NZ_CP015133.1,8fcf8b67f554442b867aa0175b0b5d6b,1,1,0,1,
NZ_CP013152.2,8fd043f55127b66d7775cc272c86dd8c,2,0,0,0,
NZ_CP074141.1,8fd063455e088c6d2ad71d596e7802a1,2,1,1,3,IS6
NZ_CP025854.1,8fd0aff9949a5f426354720ae7fec4d4,7,1,2,2,IS1;IS21
NZ_CP048510.1,8fe00044fae737103e2e4e10261d763c,3,0,0,0,
NZ_CP061685.1,8fe5319e4c338301244e39030bf35f06,3,0,0,0,
NZ_CP038919.1,8fe59cdee5da35cbdbfe797f78b978c2,6,1,2,8,IS5;IS6
NZ_CP015203.1,8fe5d80b909b7ab1fbab7bd4d472cc14,6,1,1,6,IS256
NZ_CP041250.1,8fe712ab8e36446f82e49d69ac67c99e,2,1,1,2,IS110
NZ_CP101617.1,8fec9205dee1b91cb1d78c31fcbe2663,1,1,1,2,IS6
NZ_CP033083.2,8fefd86e0c5e8bab10faf909667654d0,1,1,1,2,IS6
NZ_CP021356.1,8ff0974dce604ed3d6aa58ab091837e7,4,0,0,0,
NZ_CP029272.1,8ff55efd14267f233df04f9fe22bcd59,1,1,0,1,
NZ_CP083368.1,8ffb00a7da9a3cf926b86f1ce4a2661e,1,0,0,0,
NZ_CP023068.1,8ffb0a8be827a118f259c5f871f983ba,4,0,0,0,
NZ_CP009431.1,9000fd5b81aff705c28a98ec130e8e69,2,1,2,3,IS1380;IS256
NZ_CP023071.1,9003c07e6f3ed762c5c10d0ba45df917,12,1,4,3,IS3;IS5;IS630;IS91
NZ_CP047312.1,90060cdfd59d0985d2da90345492c774,3,0,0,0,
NZ_CP032465.1,900dfc2e62678ee4ff389c2dfaecbb0b,2,1,0,1,
NZ_CP017276.1,900e8ca88bf1def68374ad61c42c4d68,1,0,0,0,
NZ_CP024584.1,9012cc98ba93386569c70d9b4dc8cd7c,3,1,1,2,IS66
NZ_CP124867.1,9016c74ebb296c3506d94dd0bb356d4e,5,1,2,3,IS3;IS6
NZ_CP069498.1,90196a59feed1194f970679e6ab66e11,3,1,0,1,
NZ_CP104614.1,901a02eaa8d92b4a671ad94cd0a6da61,4,1,1,2,IS1
NZ_CP023418.1,901c8559eecc8f5db9b4a03165b12c20,3,0,0,0,
NZ_CP091049.1,9027c0fd0a5bb1bf9e5c605e587c9fd0,3,0,0,0,
NZ_CP118160.1,903117cb2952c680c2809e23dab358c6,3,1,1,2,IS5
NZ_CP025426.1,9031ba1b28d61a46438d23d3c0d55952,8,1,2,2,IS3;IS6
NZ_CP047338.1,903805b5e7e7cd462b9c782907b45ee0,3,1,1,3,IS6
NZ_AP022018.1,903bd272caa69f5374fbfcc5bb5a23e7,3,1,1,3,IS6
NZ_CP117684.1,903d1bc8c5fbdea75a51bc252e9606f8,2,1,1,2,IS30
NZ_CP027545.1,9041eec87d02dc661ed0b565ea12fbd2,3,0,0,0,
NZ_CP025870.1,90421eeadaa246c988f9a8aaefce68ff,2,0,0,0,
NZ_LR213456.1,904aa388013b563ee1369e6bd59a7e42,10,0,0,0,
NZ_CP036092.1,904b234ee7531e9e02547223f22164ae,2,0,0,0,
NZ_CP121523.1,90522761d28ab6394ffb6a15bd05a83f,1,0,0,0,
NZ_CP021432.1,90581209ffeb3f310428c6e2ed801abc,1,1,1,2,IS3
NZ_CP033675.1,905b518fccd18add5427f8325d78c683,2,0,0,0,
NZ_CP089766.1,905dceaa6b9f074855b86891b897d879,5,0,0,0,
NZ_CP009018.1,9062b11db81d6e0e67dcab1a1fbd6326,1,0,0,0,
NZ_CP011838.1,906b7785bc0ffe9b65d17254b8789aaf,2,0,0,0,
NZ_LR723673.1,907144b597eb5fb6e9f5e835932d0a06,4,1,1,2,IS256
NZ_AP024591.1,90769971a0d8ec74e8ecd47515d43f2f,1,0,0,0,
NC_016858.1,907938d22332428c13d98fb3931bb7c5,1,0,0,0,
NZ_CP067025.1,9083d5da987b27d440a81c55741a25af,1,0,0,0,
NZ_CP100741.1,908b9e9df9dac876da4115583df4899d,1,1,1,2,IS6
NZ_CP078019.1,908faf55888b1bde2f27bb777e4ddcad,7,1,2,2,IS3;ISNCY
NZ_CP065346.1,9091e6c995e42780fa44c0df27aa2e28,1,0,0,0,
NZ_CP121257.1,909352ba94d8482098be8b86fc433b43,2,0,0,0,
NZ_CP008800.1,909628f02cf7dc99fff406a5d03d8e44,4,0,0,0,
NZ_CP009703.1,909d88112cd54cfbe67dd79d81853666,2,0,0,0,
NZ_CP077419.1,90ac2e3e4abdb84de8c00b524ea745de,4,0,0,0,
NZ_CP075969.1,90ac7c78ea13b58ce46ac1d73dd8d5df,1,0,0,0,
NZ_CP085168.1,90ae0fca69dca60632966de93504aefb,5,0,0,0,
NZ_AP023255.1,90b041d86534ad24aa6b1b3ac5f999d5,7,1,1,2,IS66
NZ_CP063048.1,90b77a4cc699a1a925a21229dcb7000b,1,0,0,0,
NZ_CP095777.1,90bc7c8b1618dc310124326d462e3ab1,6,1,1,3,IS6
NZ_CP056202.1,90c15887f920b352de2d9bf91beaaba0,4,0,0,0,
NZ_CP110312.1,90cbcf9c48dc0ddf41f1dce730024e57,1,0,0,0,
NZ_AP014705.1,90cc4a533a238236fb13e27533bad9c3,6,1,0,1,
NZ_CP094559.1,90ccc8d8ea27cec47bf8d780792790d8,1,0,0,0,
NZ_CP020499.1,90cf45a684d633ef2d3db8e103f397cd,4,0,0,0,
NZ_CP065459.1,90d97a84a8eb6ab9980190a41cfda471,5,0,0,0,
NZ_CP024242.1,90db0f421d08baa5f42a0bcafae41973,1,0,0,0,
NZ_CP041720.1,90dc528d78768a0859a07d8e3d6d6a15,8,0,0,0,
NZ_CP073765.1,90de1a3b7c407799faccb3fc75e9758c,6,1,2,2,IS3;IS5
NZ_CP092761.1,90e4bcc6875b52316451bba8f4d5ea88,1,0,0,0,
NZ_AP022395.1,90eb313131ae6d756f8a195a11d0b644,4,1,1,2,IS6
NZ_CP083372.1,90eb3e31715954c9d76748156a9982f8,6,1,1,3,IS5
NZ_CP133921.1,90ed98abbaf0a0365aaa7c3e8d12e0ed,4,0,0,0,
NZ_CP098220.1,90ee43cb57045791bf8a1bceaeb88036,5,1,2,6,IS1;IS6
NZ_CP029990.1,90eef820ff8d7426bac4acf8a7b5b475,1,0,0,0,
NZ_CP060753.1,90f1178123524b55fe8402b125ad0674,1,0,0,0,
NZ_CP023916.1,90f24692dbcb335cf6fceee691d03d8f,4,1,1,2,IS6
NZ_CP102948.1,90f4008e945cf96ac2b81cd36826313c,6,1,0,1,
NZ_CP132707.1,90f5eb649eaf2a8d540e546f39de6794,1,1,1,2,IS6
NZ_CP063775.1,90f809983faa5ddfe3a1df43ed928ba8,3,0,0,0,
NZ_CP121309.1,90fe001a7d447fc22d0347c027b0a134,6,0,0,0,
NZ_CP027125.1,90ff767fdfc28d21d95ed7a70529a9b6,1,0,0,0,
NZ_CP010616.1,910001b12808fe86d542b26409f12b85,1,0,0,0,
NZ_CP132148.1,91029ba839e6870c5881061fb82f1e29,1,0,0,0,
NZ_CP075139.1,9105638dcead503e48e07ea0a86999dc,1,0,0,0,
NZ_CP108493.1,9109697c9663e5728d9e14f288f1ee71,3,0,0,0,
NZ_CP138303.1,910ad8e1676eb1d061e5a35c890d03f1,8,0,0,0,
NZ_CP035287.1,910e4fc3a5a0af45d69ae478b2249e0f,4,0,0,0,
NZ_CP100444.1,911137db41b72f8391a63814a68ddc6a,4,0,0,0,
NZ_CP069529.1,91128996b6a98646c8803193ea2ea7d8,1,1,1,2,IS6
NZ_LR882999.1,91140d5481dff8cf436fe79bdb9a9129,1,0,0,0,
NZ_CP032836.1,91187db2376df58283fd9f9420662ff2,1,0,0,0,
NZ_CP076827.1,9119bed2abfc4d0865543cfe3bc7f3ef,3,0,0,0,
NZ_CP115371.1,9120f9d287e70c7f5eb58794b8adda83,4,1,1,4,IS6
NZ_CP100521.1,9128913363ad9faae25d67fe984f7c7f,2,0,0,0,
NZ_CP082931.1,912ece49425542344246854f37717c1b,2,1,1,2,IS1
NZ_CP061684.1,9130e523455e3ae8258e6902e1247541,2,1,1,2,IS30
NZ_CP050860.1,91328077cd17779250d8ca6524125294,6,0,0,0,
NZ_CP053440.1,91374f66483dc824009c44e3a41372fd,1,0,0,0,
NZ_CP127913.1,913765861219365d25ce4d28e58f1b1f,5,0,0,0,
NZ_CP023030.1,9137920a910891c440374ac82c6663b6,1,1,1,3,IS30
NZ_LT960789.1,913cac281921facf273815e0fb38c61d,2,1,1,2,IS30
NZ_CP032322.1,913f3503611fac757394c4ebb4a3749b,6,1,2,2,IS5;ISL3
NZ_CP043903.1,913f559e1d435937b88e6b8d25cdfb05,5,0,0,0,
NZ_CP032212.1,913fe86ffc0d03b2ddd3230562e84a11,4,1,1,7,IS6
NZ_CP027043.1,9142bb9ec1ed0d9f09b91a9748dfeccc,5,1,1,4,IS6
NZ_AP026661.1,91471da21c5e39cf338460e9205be5f6,8,0,0,0,
NZ_CP020084.1,914e1c313f511b18f48508503b97737c,1,0,0,0,
NZ_CP032686.1,91502dacbf26060b9911b26a63af84cb,3,0,0,0,
NZ_CP056141.1,9154e068537e8169b3b6562c30cbbb1b,1,0,0,0,
NZ_CP089052.1,915519648b7cb85dedf046b2b78c3e87,6,1,2,2,IS3;IS30
NZ_CP139670.1,9156165a350257825bf324a3e6b9a391,3,1,1,2,IS5
NZ_CP102846.1,91610d133c6d256e994cb553543ea5f5,6,1,2,3,IS3;IS630
NZ_CP110778.1,9161fe2d8bdcf3d189782d3a247cc557,2,1,1,4,IS6
NZ_CP018365.1,9169611c8bfbcf8acc2aad09e17947cd,8,1,2,4,IS1;IS6
NZ_CP135689.1,916bc2bd8515e0467e9eebccca7595fe,2,1,1,2,IS6
NZ_CP121663.1,916e7d0c7179b4c462f40d02497a8f7a,6,1,2,3,IS110;IS630
NZ_CP056547.1,9171985f1514dc1e45dc1fdf5e6948be,3,1,0,1,
NZ_AP017661.1,91753c7027ff7e0d05dd2c3719f377e6,1,0,0,0,
NZ_CP046318.1,917a5914bbd6e817dbe70c3de338e458,1,0,0,0,
NC_016585.1,917aaf7d652415b320179c069c44f2ae,3,1,1,2,IS3
NC_020062.1,917d22663aad4f807d3689fdfa62a89b,7,1,2,3,IS256;IS3
NZ_CP128879.1,917e38580b937f813f4afea1cb725afe,1,0,0,0,
NZ_CP104589.1,917efcf797da86d1a1229e29095c0d45,3,1,1,2,new
NZ_AP027416.1,91801f8109fc038d882e7694724abc92,4,1,3,2,IS21;IS6;new
NZ_CP116676.1,9183eb64a5b3882024b10fbf64bac517,6,1,1,6,IS6
NZ_CP010154.1,918c3901021fa8532150d6e2d53b02c2,4,1,1,3,IS6
NC_018683.1,918c7fc299367d5e1bd746caa3446174,7,0,0,0,
NZ_CP023491.1,918ca51b1cd760efa92c0f93f41f7bf0,2,0,0,0,
NZ_CP061843.1,918de32136132af7f24aaae8ab75337e,2,1,1,6,IS6
NZ_CP087338.1,91955a5375dc9fb2acd5509576c2d7fa,1,1,1,3,IS6
NZ_CP126812.1,9195efc1e4a49953756909057c7a8f0a,4,1,1,4,IS6
NZ_CP012803.1,919bcf8645451abf639a1f30da87e2da,1,0,0,0,
NZ_CP139702.1,919ca497b0fa3353a44414b6c7c78c96,1,0,0,0,
NZ_CP056467.1,919cf038cb7d3ac62461bdc02b8b9115,1,0,0,0,
NZ_CP110316.1,91a16eaad5af7a52ba1e5900685b6e44,2,0,0,0,
NZ_CP096746.1,91a21b1d6adcef05bee3f5f7177f8334,2,0,0,0,
NZ_CP129515.1,91aabe9af62a3225a33a7b6a4fa42f3b,3,1,1,3,IS6
NZ_CP027499.1,91abe520e34920367ba5c5db8531c2d4,1,0,0,0,
NZ_CP104991.1,91adb8ac3b713890ff6785c41b7c33b4,2,1,0,1,
NZ_AP021974.1,91b0d7b67599083bc0f17d75ef685055,6,1,2,6,IS3;IS6
NZ_CP084504.1,91b451a11529a739c7e9c1f5aebda2f7,3,1,1,2,IS6
NZ_OW967797.1,91b45a7643f5a720a339174bfc78611f,2,1,1,2,IS1
NZ_CP038286.1,91b8ff1c0802691aeb72668c9d4c3be1,2,0,0,0,
NZ_CP009867.1,91bc08dc96e0ea8099fe5a9d9340356a,1,0,0,0,
NZ_CP099553.1,91be68ecd1fb1b92957517edfc70f6cd,4,1,2,3,IS256;IS30
NZ_CP120472.1,91d183cba730b1f13c2bec9ad1935d87,2,0,0,0,
NZ_CP046873.1,91d516ffa020908756971b6e517ae582,2,1,1,2,new
NZ_CP098228.1,91d7e908e6bb02ef82090ea6c97fa0ec,3,1,1,3,IS6
NZ_CP110878.1,91da7934af1e8f5083e7bfb3d9eae5b4,1,1,1,2,IS630
NZ_CP015450.1,91de3b6726b33ba43655e1277760f5da,2,0,0,0,
NZ_CP045260.1,91de7a5830f44b451f496fd1941d3460,2,0,0,0,
NZ_CP040758.1,91e323ff6609a432f5167d1f2bcd00b8,2,0,0,0,
NZ_CP101234.1,91e3792045ab722b10621da54266d11f,5,1,1,7,IS6
NZ_CP141544.1,91eeb6c45c630f3613cb55bf2d6f3762,1,0,0,0,
NZ_CP020733.1,91efcb695142728bced12c1c8bb4d3f8,1,0,0,0,
NZ_CP063949.1,91f68dea725003cddb467acc224f8bd9,1,1,1,2,IS6
NZ_CP141538.1,91f76e745cfb18c1eae3f8668f03f55b,3,1,1,3,IS6
NZ_CP084442.1,91ffc8304129c1937a2b982964ee477d,1,0,0,0,
NZ_CP095242.1,92005fe878cca3387b6fc611e0d9cfe6,1,1,1,5,IS6
NZ_CP133163.1,920190863ae5d0dfd97513993eec5b53,3,1,1,7,IS3
NZ_AP021970.1,9207810aeb9683c2f0458994cd73f2e6,6,1,1,4,IS6
NZ_CP122514.1,920a1572de2dee7a09172441df70cb6e,2,0,0,0,
NZ_CP042525.1,920a668395a38c48b52d6f215fc67773,7,1,2,4,IS5;IS6
NZ_CP078003.1,920e42b02caa43e1204e7e4f55bd9bff,1,1,1,3,IS6
NZ_CP091595.1,921322aded25af4d5c8c4ed1c97d0210,1,1,1,4,IS30
NZ_CP043048.1,9213fb30e8dabc264ea81583a4216763,1,0,0,0,
NZ_CP049158.1,92142f90bae2d5552af9102ebca868c3,4,1,1,2,IS66
NZ_CP026822.1,92148188cf98818009296ef6ee802661,9,1,1,2,IS3
NZ_CP100253.1,921ad00c1a9a52a975d0aacd309382ba,1,0,0,0,
NZ_CP018999.1,921b0867ff2bc7d3a21bcbf2a6a55a37,2,1,1,9,IS6
NZ_CP090191.1,921c520c5460551e8ce0316a1352cc5d,2,0,0,0,
NZ_CP047287.1,921e0c4813a5b0a60b5b8d2cc4af09ed,1,1,1,2,new
NZ_CP054265.1,9222c9b5816d692e6fb91d6b947c9af7,5,1,2,2,IS5;IS6
NZ_CP114510.1,9228deeba8e5dba8c80b14a754b7d918,1,0,0,0,
NZ_CP089943.1,9229692be8b497377783f6ae16f53341,1,0,0,0,
NZ_CP141850.1,922bf327d08802d774c798e7a2c4bc03,8,1,2,2,IS5;IS6
NZ_AP027218.1,922ce53f3344044692e19248a55c3315,3,0,0,0,
NZ_CP115716.1,922da683b275f8b55ec55e8fcb8316ed,4,1,1,5,IS6
NZ_CP034288.1,92388b535ac2582b9cdf735c7c8a6df9,1,0,0,0,
NZ_CP033131.1,923e0b3fbc01275ab1d0bf6692de2037,1,0,0,0,
NZ_CP007729.1,923e9656a00701f73225877bde80a498,5,1,1,2,IS5
NZ_CP051658.1,923f15b374052eb2fe94bb5517439267,1,0,0,0,
NZ_CP058158.1,9242db38908781f69fccaf98f59d4831,3,0,0,0,
NZ_CP038933.1,92491ea1f2d5e446c234933c333f8589,7,1,4,7,IS3;IS30;IS481;IS6
NZ_CP126938.1,924a503393537f2f1cec3c82552bb918,3,1,1,5,IS3
NZ_CP058678.1,924d61b69e4e1086bb5dea9279a7a284,1,0,0,0,
NZ_CP094784.1,9253fac4e33a2a3cf722ac69bbf1f8cc,1,0,0,0,
NZ_CP062383.1,9256dc1828ff971988bc16ecc92c974b,1,0,0,0,
NZ_CP119871.1,9256f4edf4dda129f10dc46b7543bd8e,3,1,1,2,IS66
NZ_CP110991.1,92577e0c101ccba48d7467daf972e779,1,1,1,3,IS6
NC_019789.1,925bbb4f6941888cf3d3635a8ce05c76,7,1,2,2,IS110;IS630
NZ_CP084953.1,925e2e155298928a1a568239e5cb4151,2,0,0,0,
NZ_CP013777.1,926103f20fbe6b1e1072dbea4c36889b,1,0,0,0,
NZ_LT603681.1,9263918d906e7787f2e40bb6d2be5721,1,1,1,3,IS6
NZ_CP134390.1,9264e97642fb60e46a18c127e9aeec7c,4,0,0,0,
NZ_CP033072.1,926877b9c74b28fffacd4c357a233b82,1,0,0,0,
