accession,rohan_transposase_count,isescan_is_copies,isescan_complete,isescan_partial
NZ_CP035830.1,5,3,1,2
NZ_CP035829.1,9,9,5,4
NZ_CP035828.1,6,6,4,2
NZ_CP092562.1,1,0,0,0
NZ_CP116107.1,27,29,21,8
NZ_CP116108.1,16,22,12,10
NZ_CP116109.1,9,11,8,3
NZ_CP116572.1,2,3,2,1
NZ_CP116573.1,2,2,2,0
NZ_CP129956.1,22,24,18,6
NC_017134.1,32,45,34,11
NC_017149.1,25,36,25,11
NC_017135.1,8,7,7,0
NZ_CP094480.1,17,24,19,5
NZ_CP094482.1,4,4,3,1
NZ_CP088284.1,77,73,40,33
NZ_CP088287.1,12,19,14,5
NZ_CP088286.1,2,0,0,0
NZ_CP039264.1,1,3,0,3
NZ_CP039265.1,4,3,1,2
NZ_CP056777.1,19,16,12,4
NZ_CP015454.1,2,1,1,0
NZ_CP093927.1,12,14,12,2
NZ_CP009711.1,3,12,3,9
NZ_CP039024.1,1,2,0,2
NZ_CP126784.1,27,27,23,4
NZ_CP126785.1,1,1,1,0
NZ_CP126786.1,4,4,4,0
NZ_CP060077.1,3,2,1,1
NZ_CP060076.1,16,22,15,7
NZ_CP109698.1,25,21,16,5
NZ_CP109697.1,16,17,14,3
NZ_CP109696.1,6,3,1,2
NZ_CP109695.1,2,3,3,0
NZ_CP076185.1,5,10,5,5
NZ_CP043589.1,9,14,11,3
NZ_CP028250.1,5,9,4,5
NZ_CP080588.1,1,0,0,0
NZ_LR882991.1,28,39,14,25
NZ_CP012683.1,11,13,10,3
NZ_CP012682.1,17,20,18,2
NZ_CP025857.1,9,14,9,5
NZ_CP025858.1,18,25,12,13
NZ_CP051657.1,6,7,4,3
NZ_CP051658.1,1,3,0,3
NZ_AP021928.1,36,39,30,9
NZ_CP069841.1,3,3,2,1
NZ_AP022982.1,13,12,9,3
NZ_AP022983.1,2,1,1,0
NZ_CP060853.1,21,25,14,11
NZ_CP084826.1,1,1,0,1
NZ_CP111031.1,3,3,2,1
NZ_CP058726.1,15,18,15,3
NZ_CP058727.1,18,14,11,3
NZ_CP058728.1,1,1,1,0
NZ_CP029000.1,7,8,8,0
NZ_CP028999.1,4,4,2,2
NZ_CP028996.1,10,10,8,2
NZ_CP028995.1,8,10,9,1
NZ_CP120971.1,29,30,20,10
NZ_CP120972.1,3,2,0,2
NZ_CP096327.1,4,2,0,2
NZ_CP034214.1,3,2,1,1
NZ_CP054271.1,8,17,6,11
NZ_CP054272.1,8,7,3,4
NZ_CP054273.1,4,3,3,0
NZ_CP076729.1,4,9,5,4
NZ_CP066048.1,4,4,3,1
NZ_CP047689.1,7,6,4,2
NZ_CP097023.1,16,17,15,2
NZ_CP097024.1,7,7,6,1
NZ_CP097025.1,4,5,3,2
NZ_CP097026.1,4,4,4,0
NZ_CP129404.1,8,12,7,5
NZ_CP117372.1,7,7,5,2
NZ_CP063883.1,8,10,8,2
NZ_CP063884.1,9,15,12,3
NC_004633.1,2,2,0,2
NC_004632.1,4,5,1,4
NZ_CP039931.1,1,0,0,0
NZ_CP117268.1,48,53,25,28
NZ_CP117270.1,2,2,1,1
NZ_CP117269.1,43,53,24,29
NZ_CP027230.1,2,0,0,0
NZ_CP120755.1,1,0,0,0
NZ_CP045307.1,5,3,1,2
NZ_CP042332.1,14,25,12,13
NZ_CP042333.1,2,1,1,0
NZ_CP110651.1,12,17,8,9
NZ_CP104517.1,18,14,12,2
NZ_CP104518.1,9,7,3,4
NZ_CP066814.1,3,3,3,0
NZ_CP055419.1,8,7,7,0
NZ_CP043459.1,1,0,0,0
NZ_CP043460.1,1,1,1,0
NZ_CP012686.1,1,1,0,1
NZ_CP044137.1,2,1,1,0
NZ_CP044139.1,2,9,1,8
NZ_CP058854.1,20,29,20,9
NZ_CP058855.1,6,3,0,3
NC_014633.1,12,7,6,1
NC_014634.1,3,4,2,2
NZ_CP125990.1,15,24,17,7
NZ_CP011973.1,5,7,4,3
NZ_CP072474.1,4,3,2,1
NZ_CP072475.1,3,2,2,0
NZ_CP072476.1,1,3,2,1
NZ_CP072477.1,7,6,6,0
NZ_CP033100.1,2,2,2,0
NZ_CP016387.1,1,1,0,1
NZ_CP016389.1,3,3,3,0
NZ_CP016390.1,3,3,2,1
NZ_FO834904.1,5,7,4,3
NZ_FO834905.1,2,10,3,7
NZ_CP029103.1,2,1,0,1
NZ_CP029104.1,4,3,3,0
NZ_CP029107.1,16,19,10,9
NZ_CP055540.1,11,9,7,2
NZ_CP055539.1,31,26,24,2
NZ_CP102333.1,6,7,1,6
NZ_CP125670.1,24,23,18,5
NZ_CP125671.1,8,11,2,9
NZ_CP091834.1,22,22,11,11
NZ_CP056484.1,26,27,20,7
NZ_CP056485.1,13,12,10,2
NZ_CP056486.1,15,19,13,6
NZ_CP056487.1,6,6,3,3
NZ_CP056488.1,1,2,0,2
NZ_CP066077.1,34,33,22,11
NZ_CP085479.1,12,17,10,7
NZ_CP037944.1,16,19,9,10
NZ_CP110340.1,2,1,0,1
NZ_CP025617.1,5,5,4,1
NZ_CP076848.1,8,9,6,3
NZ_CP076849.1,2,2,0,2
NZ_CP076850.1,1,0,0,0
NZ_CP014329.1,1,4,2,2
NZ_CP120168.1,1,0,0,0
NZ_CP041177.1,13,14,10,4
NZ_CP041178.1,4,5,3,2
NZ_CP142817.1,3,5,5,0
NZ_CP098484.1,7,9,3,6
NZ_CP027676.1,1,14,4,10
NC_009788.1,10,14,8,6
NC_009790.1,18,18,10,8
NC_009786.1,8,24,5,19
NZ_CP092636.1,3,3,3,0
NC_004349.1,26,36,25,11
NZ_CP100501.1,9,15,9,6
NZ_CP100502.1,7,7,6,1
NZ_CP100503.1,6,3,3,0
NZ_CP100505.1,5,4,4,0
NZ_CP064696.1,5,9,5,4
NZ_CP064697.1,5,15,3,12
NZ_CP066316.1,1,4,0,4
NZ_CP072237.1,2,0,0,0
NZ_CP072238.1,3,2,1,1
NZ_CP073309.1,1,1,0,1
NC_009717.1,20,19,9,10
NZ_CP130092.1,16,14,10,4
NZ_CP023069.1,70,83,47,36
NZ_CP023068.1,15,27,10,17
NZ_CP121505.1,1,1,0,1
NZ_CP121506.1,1,1,1,0
NZ_CP120690.1,1,0,0,0
NZ_CP080529.1,12,14,11,3
NZ_CP080527.1,18,20,9,11
NZ_CP080526.1,32,32,20,12
NZ_CP080528.1,99,150,70,80
NZ_CP102914.1,7,6,6,0
NZ_CP031135.1,9,9,8,1
NZ_CP031136.1,1,1,1,0
NZ_CP031137.1,14,14,11,3
NZ_CP031138.1,5,4,4,0
NZ_CP031060.1,7,4,3,1
NZ_CP067390.1,14,18,13,5
NZ_CP067389.1,6,5,3,2
NZ_CP067384.1,5,3,2,1
NZ_CP047328.1,7,7,6,1
NZ_CP047329.1,1,1,0,1
NZ_CP047327.1,14,20,16,4
NZ_CP035092.1,1,4,0,4
NZ_CP015823.1,16,18,13,5
NZ_CP015824.1,9,8,4,4
NZ_CP015825.1,2,2,2,0
NZ_CP060750.1,17,15,13,2
NZ_CP060749.1,17,16,13,3
NZ_CP060752.1,1,1,1,0
NZ_CP060751.1,15,18,10,8
NZ_CP060753.1,4,3,3,0
NZ_CP022228.3,2,3,3,0
NZ_CP022226.2,10,10,6,4
NZ_CP022227.3,23,21,15,6
NZ_CP097032.1,7,9,8,1
NZ_CP043582.1,5,6,5,1
NZ_CP043583.1,5,6,3,3
NZ_CP043581.1,15,24,12,12
NZ_CP109501.1,12,18,8,10
NZ_CP109502.1,63,55,43,12
NZ_CP109503.1,3,4,3,1
NZ_CP043407.1,12,13,12,1
NZ_CP043408.1,2,2,2,0
NZ_CP063857.1,10,12,9,3
NZ_CP048327.1,2,5,2,3
NZ_CP013995.1,49,75,56,19
NZ_CP013996.1,12,12,10,2
NZ_CP141081.1,12,15,11,4
NZ_CP075588.1,7,7,2,5
NZ_CP013763.1,57,63,27,36
NZ_CP013764.1,2,2,1,1
NZ_CP013765.1,9,11,5,6
NZ_CP013766.1,14,13,3,10
NZ_CP013767.1,3,3,1,2
NZ_CP051345.1,12,10,9,1
NZ_CP051343.1,8,6,1,5
NZ_CP091902.1,9,9,7,2
NZ_CP091903.1,6,4,4,0
NZ_CP019795.1,7,5,0,5
NZ_CP019796.1,3,2,2,0
NZ_CP115230.1,3,1,1,0
NZ_CP109873.2,20,29,19,10
NZ_CP090563.1,12,21,17,4
NZ_CP044348.1,10,17,12,5
NZ_CP044347.1,5,19,10,9
NZ_CP031977.1,9,9,7,2
NZ_CP060925.1,10,15,11,4
NZ_CP060927.1,3,4,4,0
NZ_CP060926.1,15,20,12,8
NZ_CP143315.1,2,2,0,2
NZ_CP143316.1,7,20,9,11
NZ_CP143317.1,9,19,8,11
NZ_CP069307.1,4,3,1,2
NZ_CP107946.1,5,6,2,4
NZ_AP018754.1,7,8,6,2
NZ_AP018755.1,3,2,1,1
NZ_CP015116.1,26,26,17,9
NZ_CP010602.1,1,3,1,2
NZ_CP065536.1,27,31,26,5
NZ_CP065537.1,5,7,6,1
NZ_CP065538.1,1,1,1,0
NZ_CP019731.1,4,8,5,3
NZ_OW967264.1,9,8,6,2
NZ_OW967265.1,18,15,15,0
NZ_OW967267.1,6,6,3,3
NZ_CP062728.1,5,7,3,4
NZ_CP021678.1,1,1,1,0
NZ_CP057919.1,14,11,4,7
NZ_CP022760.1,4,10,4,6
NZ_CP025798.1,1,5,3,2
NZ_CP130563.1,9,10,8,2
NZ_CP003717.1,2,2,1,1
NZ_CP064224.1,20,27,15,12
NZ_CP064225.1,13,13,10,3
NZ_CP064226.1,17,14,11,3
NZ_CP087288.1,13,18,9,9
NZ_CP030228.1,1,0,0,0
NZ_OW969905.1,24,28,25,3
NZ_OW969906.1,5,4,3,1
NZ_OW969907.1,1,0,0,0
NZ_OW969908.1,1,0,0,0
NZ_OW969909.1,1,0,0,0
NZ_CP026800.1,25,53,19,34
NZ_CP115016.1,12,10,9,1
NZ_CP115017.1,3,2,2,0
NZ_CP115018.1,8,5,5,0
NZ_CP115019.1,5,6,4,2
NZ_CP051347.1,12,17,9,8
NZ_CP051348.1,7,10,6,4
NZ_CP026570.1,9,10,8,2
NZ_CP133399.1,12,14,9,5
NZ_OY754860.1,2,2,1,1
NZ_CP082888.1,1,3,1,2
NZ_CP082889.1,2,2,2,0
NZ_CP025756.1,41,46,34,12
NZ_CP025755.1,7,8,5,3
NZ_CP039651.1,26,23,14,9
NZ_CP039644.1,6,8,6,2
NZ_CP039643.1,2,5,2,3
NZ_AP023454.1,7,8,6,2
NZ_AP023455.1,10,18,9,9
NZ_AP023456.1,3,12,8,4
NZ_CP065109.1,8,7,5,2
NC_014131.1,2,1,1,0
NC_014132.1,1,1,1,0
NC_014134.1,5,3,1,2
NZ_CP072066.1,21,19,16,3
NZ_CP028348.1,28,44,22,22
NZ_CP045147.1,5,14,5,9
NZ_CP045146.1,8,7,4,3
NZ_CP045148.1,2,2,0,2
NZ_CP056728.1,8,9,7,2
NZ_CP056729.1,10,17,14,3
NZ_CP056730.1,9,9,5,4
NZ_CP086511.1,9,10,6,4
NZ_CP086512.1,17,19,12,7
NZ_CP086514.1,3,3,3,0
NZ_CP086515.1,1,1,0,1
NZ_CP122649.1,13,16,14,2
NZ_CP122650.1,7,13,2,11
NZ_CP122651.1,3,3,2,1
NZ_CP108436.1,1,0,0,0
NZ_CP108437.1,1,2,1,1
NZ_CP055110.1,22,29,24,5
NZ_CP055111.1,1,1,1,0
NZ_CP055112.1,1,1,1,0
NZ_CP033712.1,5,9,3,6
NZ_CP014688.1,1,0,0,0
NZ_CP077871.1,6,7,7,0
NZ_CP079776.1,2,4,3,1
NZ_CP079777.1,22,26,19,7
NZ_CP079778.1,4,6,4,2
NZ_AP017621.1,20,20,15,5
NZ_AP017622.1,1,1,1,0
NZ_CP117616.1,22,29,14,15
NZ_CP117617.1,17,8,5,3
NZ_CP091471.2,24,25,17,8
NZ_CP091472.1,2,2,2,0
NZ_CP091473.1,8,10,6,4
NZ_CP091474.2,4,3,3,0
NZ_CP046613.1,38,48,30,18
NZ_CP046614.1,13,8,6,2
NZ_CP136015.1,5,7,6,1
NC_020820.1,1,2,1,1
NC_020821.1,6,5,4,1
NC_020826.1,2,2,1,1
NC_020822.1,3,2,2,0
NC_020823.1,1,2,1,1
NZ_CP014422.1,3,5,3,2
NZ_CP047052.1,1,0,0,0
NZ_CP018248.1,3,7,5,2
NZ_CP071948.1,13,10,10,0
NZ_CP071949.1,14,11,11,0
NZ_CP076244.1,6,12,6,6
NZ_CP100526.1,11,15,10,5
NZ_CP100527.1,12,15,13,2
NZ_CP100528.1,5,5,3,2
NZ_CP104318.1,2,4,1,3
NZ_CP104320.1,1,0,0,0
NZ_CP137393.1,5,6,2,4
NZ_CP137394.1,1,0,0,0
NZ_CP137392.1,27,37,27,10
NZ_CP129273.1,13,18,12,6
NZ_CP129274.1,8,9,6,3
NZ_CP101836.1,25,31,24,7
NZ_CP101837.1,5,5,4,1
NZ_CP101838.1,6,6,4,2
NZ_CP101841.1,1,1,1,0
NZ_CP117673.1,23,32,27,5
NZ_CP117674.1,1,1,1,0
NZ_CP029350.1,4,3,3,0
NZ_CP057035.1,27,36,25,11
NZ_CP057036.1,2,3,3,0
NC_009620.1,11,12,8,4
NC_009621.1,36,55,35,20
NC_009622.1,21,24,9,15
NZ_CP056708.1,19,16,13,3
NZ_CP071440.1,11,13,11,2
NZ_CP141846.1,5,6,6,0
NZ_CP141845.1,17,23,11,12
NZ_CP009529.1,1,1,0,1
NZ_CP077619.1,7,6,3,3
NZ_CP077620.1,1,1,1,0
NZ_CP077621.1,1,1,0,1
NZ_CP077623.1,1,0,0,0
NZ_CP045855.1,5,7,3,4
NZ_CP045856.1,4,7,2,5
NZ_CP124703.1,43,51,33,18
NZ_CP124704.1,3,3,2,1
NZ_CP124705.1,13,12,8,4
NZ_CP124706.1,4,4,2,2
NZ_CP134052.1,5,4,4,0
NZ_CP054930.1,2,2,1,1
NZ_CP100740.1,15,17,8,9
NZ_CP100741.1,5,6,3,3
NZ_CP116492.1,19,26,14,12
NZ_CP116493.1,7,9,6,3
NZ_CP116494.1,10,10,7,3
NZ_CP028267.1,5,8,3,5
NZ_CP113043.1,4,6,6,0
NZ_CP047882.1,18,28,10,18
NZ_CP018634.1,3,5,2,3
NZ_CP013028.1,5,15,7,8
NZ_CP050241.1,1,2,1,1
NZ_CP015140.1,20,22,15,7
NZ_CP015141.1,1,0,0,0
NZ_CP015139.1,13,13,7,6
NZ_AP025614.1,6,10,6,4
NZ_AP025615.1,7,9,5,4
NZ_CP023037.1,1,1,0,1
NZ_CP023038.1,14,12,9,3
NZ_CP023039.1,17,12,8,4
NZ_CP023040.1,11,9,5,4
NZ_CP023041.1,2,1,1,0
NZ_CP120564.1,3,10,5,5
NC_012723.1,29,28,18,10
NC_012718.1,17,16,10,6
NC_012720.2,19,24,17,7
NC_012725.2,5,7,3,4
NC_017637.1,5,4,3,1
NZ_CP071205.1,6,5,4,1
NZ_CP082239.1,5,4,3,1
NZ_AP024573.1,22,26,20,6
NZ_AP024575.1,7,7,4,3
NZ_CP060970.1,18,24,16,8
NZ_CP060971.1,13,12,10,2
NZ_CP060972.1,5,4,4,0
NZ_CP126935.1,3,4,3,1
NZ_CP126936.1,8,14,6,8
NZ_CP028796.1,12,13,12,1
NZ_CP103571.1,22,25,15,10
NZ_CP103572.1,3,3,2,1
NZ_CP103573.1,2,2,2,0
NZ_OW969876.1,8,7,5,2
NZ_OW969877.1,21,18,17,1
NZ_OW969878.1,6,2,1,1
NZ_OW969879.1,9,10,8,2
NZ_OW969880.1,3,3,3,0
NZ_OW969881.1,5,5,3,2
NZ_CP013587.1,17,24,7,17
NZ_CP013589.1,4,4,1,3
NZ_CP123014.1,16,19,16,3
NZ_CP047468.1,1,0,0,0
NZ_CP107949.1,1,1,0,1
NZ_CP047701.1,30,30,25,5
NZ_CP047702.1,12,14,11,3
NZ_CP047703.1,5,3,2,1
NZ_CP047704.1,5,4,3,1
NZ_CP071126.1,7,8,5,3
NZ_CP057314.1,1,2,2,0
NZ_CP057315.1,3,12,6,6
NZ_CP057316.1,1,1,1,0
NZ_CP057318.1,2,2,1,1
NZ_CP022913.1,8,10,5,5
NZ_CP022914.1,19,33,13,20
NZ_CP036025.1,15,21,14,7
NZ_CP066654.1,27,34,23,11
NZ_CP066655.1,3,1,1,0
NZ_CP066656.1,4,4,4,0
NC_016855.1,3,3,2,1
NZ_CP037736.1,15,13,10,3
NZ_CP037735.1,10,11,9,2
NZ_CP037738.1,2,2,1,1
NZ_CP037739.1,5,3,0,3
NZ_CP037737.1,8,3,2,1
NZ_CP063775.1,11,13,8,5
NZ_CP089386.1,26,35,27,8
NZ_CP061590.1,8,10,7,3
NZ_CP087700.1,6,9,9,0
NZ_CP087701.1,4,4,2,2
NZ_CP087704.1,1,1,1,0
NZ_OW970561.1,17,12,7,5
NZ_OW970562.1,12,16,11,5
NZ_OW970563.1,4,4,4,0
NZ_OW970565.1,1,0,0,0
NZ_CP092163.1,6,8,5,3
NZ_CP092165.1,2,1,1,0
NZ_CP119983.1,21,33,16,17
NZ_CP042276.1,1,6,2,4
NZ_CP042277.1,1,3,2,1
NZ_CP010403.1,5,5,5,0
NZ_CP039036.1,69,90,43,47
NZ_CP039037.1,14,14,7,7
NZ_CP039038.1,8,7,4,3
NZ_CP039039.1,14,13,4,9
NZ_CP054441.1,2,0,0,0
NZ_CP093284.1,16,18,13,5
NZ_CP093285.1,2,3,2,1
NZ_CP093286.1,3,5,3,2
NZ_AP024321.1,3,6,2,4
NZ_CP048916.1,16,19,16,3
NZ_CP048918.1,4,5,3,2
NC_006873.1,3,0,0,0
NZ_CP015962.1,1,0,0,0
NZ_CP015806.1,1,2,1,1
NC_018606.1,14,12,11,1
NZ_CP058263.1,2,1,1,0
NZ_CP058264.1,2,1,0,1
NC_019846.2,1,1,0,1
NC_019847.2,33,32,13,19
NC_019848.2,28,39,17,22
NC_019849.2,21,16,7,9
NZ_CP061709.1,7,5,4,1
NZ_CP061707.1,2,1,0,1
NZ_CP061706.1,19,21,12,9
NZ_CP110850.1,5,12,7,5
NZ_CP110851.1,1,2,1,1
NZ_CP110852.1,2,3,2,1
NZ_CP100152.1,30,28,18,10
NZ_CP100153.1,18,16,10,6
NZ_CP100154.1,18,23,16,7
NZ_CP100155.1,4,6,2,4
NZ_CP026183.1,2,1,1,0
NZ_CP026182.1,12,11,6,5
NZ_CP026181.1,6,4,3,1
NZ_CP026185.1,2,2,2,0
NZ_CP026184.1,5,6,5,1
NZ_CP026179.1,20,22,18,4
NZ_CP026186.1,26,28,22,6
NZ_CP026180.1,20,20,14,6
NZ_CP083037.1,19,26,15,11
NZ_CP083038.1,4,4,4,0
NZ_CP083039.1,1,1,1,0
NZ_CP134205.1,3,10,7,3
NZ_CP017221.1,14,12,11,1
NZ_CP017222.1,1,1,1,0
NZ_CP127178.1,3,5,5,0
NZ_CP127179.1,2,3,2,1
NZ_CP017753.1,7,13,6,7
NZ_CP089037.1,3,7,5,2
NZ_CP135211.1,20,22,14,8
NZ_CP092737.1,8,8,3,5
NZ_CP092738.1,9,12,4,8
NZ_CP092740.1,1,1,0,1
NZ_CP030218.1,1,2,1,1
NZ_CP119865.1,6,9,4,5
NZ_CP054364.1,6,9,2,7
NZ_CP054365.1,1,1,1,0
NZ_CP036069.1,1,0,0,0
NZ_CP036067.1,12,9,7,2
NZ_CP036068.1,26,31,21,10
NZ_CP099307.1,12,14,14,0
NZ_CP132676.1,25,29,22,7
NZ_CP132677.1,15,14,7,7
NZ_CP132678.1,17,23,16,7
NZ_CP065439.1,10,10,6,4
NZ_CP065440.1,14,13,12,1
NZ_CP099894.1,9,11,4,7
NZ_CP103466.1,15,20,13,7
NZ_CP086137.1,58,57,35,22
NZ_CP086138.1,46,64,29,35
NZ_CP086139.1,15,20,8,12
NZ_CP053773.1,10,9,6,3
NZ_CP053772.1,20,29,15,14
NZ_CP129385.1,5,5,3,2
NZ_CP129388.1,1,0,0,0
NZ_CP129386.1,7,5,2,3
NZ_CP134729.1,2,3,2,1
NZ_CP134730.1,1,1,0,1
NZ_CP134731.1,2,2,0,2
NZ_CP134732.1,1,1,0,1
NZ_CP064039.1,2,1,1,0
NZ_CP011600.1,19,18,13,5
NZ_CP011601.1,28,24,23,1
NZ_CP011599.1,5,5,4,1
NZ_CP011598.1,5,1,1,0
NZ_CP076231.1,7,9,7,2
NZ_CP012270.1,1,1,0,1
NZ_CP012271.1,3,5,1,4
NZ_CP012272.1,4,4,3,1
NZ_CP012273.1,4,5,4,1
NZ_CP012274.1,6,4,4,0
NZ_CP062843.1,26,29,11,18
NZ_CP062842.1,8,8,5,3
NZ_CP062839.1,7,2,2,0
NZ_CP080086.1,3,3,3,0
NZ_CP080087.1,4,3,2,1
NZ_CP010417.1,2,2,2,0
NZ_CP010418.1,2,1,1,0
NZ_CP010419.1,5,7,4,3
NZ_CP010420.1,7,17,9,8
NZ_CP010421.1,16,20,14,6
NZ_CP019227.1,2,2,2,0
NZ_CP010197.1,3,9,1,8
NZ_CP091097.1,1,2,1,1
NZ_CP091098.1,1,2,2,0
NZ_CP129713.1,11,10,7,3
NZ_CP129712.1,7,9,5,4
NZ_CP129711.1,10,9,9,0
NZ_CP095006.1,63,63,40,23
NZ_CP095007.1,28,33,12,21
NZ_CP095008.1,3,3,3,0
NZ_CP095009.1,26,31,26,5
NZ_CP095010.1,7,5,4,1
NZ_CP066273.1,14,17,11,6
NZ_CP066275.1,7,8,1,7
NZ_CP100521.1,7,6,6,0
NZ_CP100522.1,13,15,10,5
NZ_CP100524.1,5,5,3,2
NZ_CP015514.1,1,0,0,0
NZ_CP031095.1,10,10,6,4
NZ_CP027446.1,4,12,5,7
NZ_CP101596.1,1,1,0,1
NZ_LR890385.1,28,33,26,7
NZ_CP050465.1,21,23,9,14
NZ_AP023314.1,9,11,7,4
NZ_CP040108.1,5,7,4,3
NZ_CP108578.1,14,18,14,4
NZ_CP108579.1,8,8,4,4
NZ_CP065407.1,7,4,3,1
NZ_CP065408.1,1,0,0,0
NZ_CP065409.1,11,11,4,7
NZ_CP034812.1,10,4,2,2
NZ_CP034814.1,4,3,2,1
NZ_CP034815.1,12,7,6,1
NZ_CP034816.1,5,2,1,1
NZ_CP034817.1,2,2,1,1
NZ_CP061528.1,2,1,0,1
NZ_CP017435.1,4,9,4,5
NZ_CP040345.1,20,20,14,6
NZ_AP014943.1,2,2,2,0
NZ_CP040332.1,8,9,6,3
NZ_CP040331.1,12,17,7,10
NZ_CP075633.1,8,9,4,5
NZ_CP075634.1,7,10,4,6
NZ_CP021536.1,15,21,13,8
NZ_CP021537.1,1,1,1,0
NZ_CP021538.1,8,7,6,1
NZ_CP139652.1,5,6,5,1
NZ_CP139653.1,6,5,2,3
NZ_CP139654.1,7,8,5,3
NZ_CP018105.1,12,15,12,3
NZ_CP018106.1,4,4,3,1
NZ_CP018104.1,77,18,15,3
NZ_AP022878.1,14,10,7,3
NZ_AP022879.1,14,15,14,1
NC_015665.1,5,7,4,3
NZ_CP031004.1,4,5,2,3
NZ_CP031008.1,1,1,1,0
NZ_CP026390.1,10,16,7,9
NZ_CP026391.1,18,22,17,5
NZ_CP026388.1,1,0,0,0
NZ_CP026389.1,3,3,2,1
NZ_CP071260.1,4,4,4,0
NC_022651.1,13,9,8,1
NZ_CP018978.1,8,8,4,4
NZ_CP018977.1,6,4,3,1
NZ_CP029265.1,3,6,4,2
NZ_CP029266.1,5,7,3,4
NZ_CP044329.1,4,10,8,2
NZ_CP044330.1,13,17,3,14
NC_018742.1,8,1,1,0
NC_018749.1,3,3,1,2
NC_018743.1,1,2,0,2
NZ_CP017407.1,8,7,5,2
NZ_CP017408.1,12,10,7,3
NZ_CP017409.1,4,7,4,3
NZ_CP017412.1,8,7,5,2
NZ_CP095398.1,53,61,46,15
NZ_CP095399.1,3,4,2,2
NZ_CP087060.1,5,4,2,2
NZ_CP087061.1,9,9,7,2
NZ_CP087063.1,29,26,12,14
NZ_CP087064.1,1,0,0,0
NZ_CP087065.1,1,0,0,0
NZ_CP070465.1,12,17,13,4
NZ_CP065081.1,16,17,12,5
NZ_CP028597.1,6,8,6,2
NZ_CP098488.1,6,8,6,2
NZ_CP082755.1,11,12,9,3
NZ_CP082754.1,21,29,16,13
NZ_CP082756.1,7,9,6,3
NC_012109.1,1,1,0,1
NC_008607.1,7,4,3,1
NC_008608.1,2,2,2,0
NZ_CP043640.1,9,8,6,2
NZ_AP018497.1,2,3,1,2
NZ_CP030301.1,20,20,19,1
NZ_CP059409.1,1,1,1,0
NZ_CP087624.1,22,30,17,13
NZ_CP087625.1,13,13,11,2
NZ_CP087626.1,6,7,5,2
NZ_CP055067.1,18,20,12,8
NZ_CP055068.1,13,14,11,3
NZ_CP065614.1,43,74,31,43
NZ_CP018815.1,16,12,8,4
NZ_CP095241.1,19,26,14,12
NZ_CP095242.1,10,11,8,3
NZ_CP095243.1,7,9,6,3
NZ_CP032179.1,8,7,6,1
NZ_CP032180.1,18,8,5,3
NZ_CP032181.1,7,3,3,0
NZ_CP032183.1,5,3,3,0
NZ_CP045587.1,4,3,3,0
NZ_CP045588.1,1,1,0,1
NZ_CP020993.2,2,3,2,1
NZ_CP020994.2,5,7,4,3
NZ_CP123253.1,2,4,4,0
NZ_CP123252.1,26,20,13,7
NZ_CP089217.1,1,1,1,0
NZ_CP083576.1,5,3,1,2
NZ_CP083577.1,6,7,4,3
NZ_CP083578.1,2,1,1,0
NZ_CP083579.1,1,0,0,0
NZ_CP010016.1,35,31,19,12
NZ_CP069460.1,1,2,2,0
NZ_CP069461.1,10,16,9,7
NZ_CP039470.1,3,4,4,0
NZ_CP137380.1,1,0,0,0
NZ_CP137385.1,5,6,3,3
NZ_CP137381.1,6,9,6,3
NZ_CP137383.1,5,4,4,0
NZ_CP137382.1,21,23,20,3
NZ_CP098024.1,1,0,0,0
NZ_CP075942.1,4,6,2,4
NZ_AP027298.1,2,5,4,1
NZ_CP024276.1,7,4,2,2
NZ_CP024277.1,17,28,13,15
NZ_CP056137.1,36,39,26,13
NZ_CP056138.1,19,19,16,3
NZ_CP056139.1,16,19,15,4
NZ_CP056140.1,8,6,2,4
NZ_CP056141.1,5,4,2,2
NC_003383.1,13,12,9,3
NZ_CP064874.1,9,10,10,0
NZ_CP020932.1,1,2,0,2
NZ_CP026075.1,3,3,3,0
NZ_CP082356.1,1,1,0,1
NZ_CP090096.1,6,16,5,11
NZ_CP090097.1,13,19,10,9
NZ_CP049142.1,11,9,8,1
NZ_CP049141.1,7,5,4,1
NZ_CP016409.1,25,36,18,18
NZ_CP028701.1,2,6,3,3
NZ_CP024536.1,19,14,12,2
NZ_CP024537.1,9,12,7,5
NZ_CP024538.1,17,19,13,6
NZ_CP085620.1,18,19,14,5
NZ_CP085621.1,2,2,0,2
NZ_CP087831.1,2,2,0,2
NZ_CP026698.1,10,9,8,1
NZ_CP065043.1,8,10,4,6
NZ_CP058691.1,5,6,3,3
NZ_CP058692.1,7,9,5,4
NC_010373.1,5,7,3,4
NZ_CP025569.1,7,5,4,1
NZ_CP074020.1,12,14,10,4
NZ_CP074021.1,1,2,1,1
NZ_CP074022.1,4,3,2,1
NZ_CP010380.1,13,11,9,2
NZ_CP010379.1,5,1,1,0
NZ_CP010378.1,5,4,3,1
NZ_CP047629.1,2,2,2,0
NZ_CP102495.1,11,24,19,5
NZ_CP102498.1,8,12,8,4
NZ_CP102499.1,3,3,2,1
NZ_CP036221.2,5,5,3,2
NZ_CP075453.1,10,21,10,11
NZ_CP075454.1,10,12,9,3
NZ_CP075455.1,17,16,14,2
NZ_CP012377.1,9,7,4,3
NZ_CP103384.1,6,4,3,1
NZ_CP059433.1,8,4,4,0
